ID,Nombre_Tarea,Categoria_Principal,Subcategoria,Indoor_Outdoor,Tiempo_Estimado_Minutos,Requiere_Ubicacion,API_Categoria,Descripcion
91,Correr 42 km en el valle,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Correr 42 km en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
92,Correr 30 km en el parque local,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr 30 km en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
99,Participar en una sesión de pintura en el bosque,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Participar en una sesión de pintura en el bosque al aire libre dentro de la categoría de Arte al Aire Libre
104,Organizar un partido amistoso en el lago,Deportes de Equipo,Fútbol,Outdoor,240,True,,Disfruta de Organizar un partido amistoso en el lago al aire libre dentro de la categoría de Deportes de Equipo
107,Hacer una acampada familiar en el valle,Aventura y Exploración,Campamento,Outdoor,120,True,,Disfruta de Hacer una acampada familiar en el valle al aire libre dentro de la categoría de Aventura y Exploración
112,Practicar técnicas de aseguramiento en el parque local,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Practicar técnicas de aseguramiento en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
116,Hacer escalada deportiva en la sierra,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer escalada deportiva en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
121,Nadar en aguas abiertas en el lago,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Nadar en aguas abiertas en el lago al aire libre dentro de la categoría de Actividades Acuáticas
122,Practicar boulder en la montaña,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Practicar boulder en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
126,Hacer una ruta de geocaching por la sierra,Aventura y Exploración,Geocaching,Outdoor,90,True,,Disfruta de Hacer una ruta de geocaching por la sierra al aire libre dentro de la categoría de Aventura y Exploración
131,Hacer mantenimiento del huerto en el lago,Jardinería y Agricultura,Huerto Urbano,Outdoor,180,True,,Disfruta de Hacer mantenimiento del huerto en el lago al aire libre dentro de la categoría de Jardinería y Agricultura
132,Hacer camping junto al el parque local,Aventura y Exploración,Campamento,Outdoor,30,True,,Disfruta de Hacer camping junto al el parque local al aire libre dentro de la categoría de Aventura y Exploración
143,Explorar caches misteriosos en la reserva natural,Aventura y Exploración,Geocaching,Outdoor,30,True,,Disfruta de Explorar caches misteriosos en la reserva natural al aire libre dentro de la categoría de Aventura y Exploración
145,Hacer entrenamiento de natación en la playa,Actividades Acuáticas,Natación,Outdoor,180,True,,Disfruta de Hacer entrenamiento de natación en la playa al aire libre dentro de la categoría de Actividades Acuáticas
147,Hacer bocetos de naturaleza en la sierra,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Hacer bocetos de naturaleza en la sierra al aire libre dentro de la categoría de Arte al Aire Libre
161,Hacer ejercicios técnicos de voleibol en el centro histórico,Deportes de Equipo,Voleibol,Outdoor,120,True,,Disfruta de Hacer ejercicios técnicos de voleibol en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
163,Hacer una ruta de geocaching por la playa,Aventura y Exploración,Geocaching,Outdoor,60,True,,Disfruta de Hacer una ruta de geocaching por la playa al aire libre dentro de la categoría de Aventura y Exploración
166,Entrenar para una media maratón en el jardín botánico,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Entrenar para una media maratón en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
177,Practicar técnicas de aseguramiento en el valle,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Practicar técnicas de aseguramiento en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
182,Hacer una travesía a nado en el parque local,Actividades Acuáticas,Natación,Outdoor,60,True,,Disfruta de Hacer una travesía a nado en el parque local al aire libre dentro de la categoría de Actividades Acuáticas
184,Fotografiar mercados en el centro histórico,Arte al Aire Libre,Fotografía,Outdoor,240,True,,Disfruta de Fotografiar mercados en el centro histórico al aire libre dentro de la categoría de Arte al Aire Libre
191,Pintar paisajes al aire libre en la reserva natural,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Pintar paisajes al aire libre en la reserva natural al aire libre dentro de la categoría de Arte al Aire Libre
197,Hacer una acampada de fin de semana en el jardín botánico,Aventura y Exploración,Campamento,Outdoor,90,True,,Disfruta de Hacer una acampada de fin de semana en el jardín botánico al aire libre dentro de la categoría de Aventura y Exploración
1,Crear un jardín de mariposas en el centro histórico,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,30,True,,Disfruta de Crear un jardín de mariposas en el centro histórico al aire libre dentro de la categoría de Jardinería y Agricultura
5,Hacer sprints en el lago,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Hacer sprints en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
17,Organizar un partido de voleibol en el centro histórico,Deportes de Equipo,Voleibol,Outdoor,30,True,,Disfruta de Organizar un partido de voleibol en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
22,Hacer escalada deportiva en la playa,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Hacer escalada deportiva en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
29,Hacer trekking de extrema en la playa,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Hacer trekking de extrema en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
43,Correr por senderos naturales en la playa,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Correr por senderos naturales en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
45,Hacer fotos nocturnas en el bosque,Arte al Aire Libre,Fotografía,Outdoor,120,True,,Disfruta de Hacer fotos nocturnas en el bosque al aire libre dentro de la categoría de Arte al Aire Libre
56,Hacer entrenamiento de intervalos en el parque local,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Hacer entrenamiento de intervalos en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
73,Explorar barrios antiguos de Zaragoza,Aventura y Exploración,Exploración Urbana,Outdoor,120,True,,Disfruta de Explorar barrios antiguos de Zaragoza al aire libre dentro de la categoría de Aventura y Exploración
85,Correr 10 km en el parque local,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr 10 km en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
87,Hacer un entrenamiento de cuestas en la sierra,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Hacer un entrenamiento de cuestas en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
88,Hacer entrenamiento de fútbol en la reserva natural,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Hacer entrenamiento de fútbol en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
93,Hacer sprints en el parque local,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Hacer sprints en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
100,Hacer descenso en bicicleta en la montaña,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Hacer descenso en bicicleta en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
101,Hacer entrenamiento de natación en el lago,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Hacer entrenamiento de natación en el lago al aire libre dentro de la categoría de Actividades Acuáticas
103,Hacer entrenamiento de baloncesto en el jardín botánico,Deportes de Equipo,Baloncesto,Outdoor,60,True,,Disfruta de Hacer entrenamiento de baloncesto en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
117,Correr con un grupo de running en la reserva natural,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Correr con un grupo de running en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
129,Jugar un partido de fútbol en el lago,Deportes de Equipo,Fútbol,Outdoor,90,True,,Disfruta de Jugar un partido de fútbol en el lago al aire libre dentro de la categoría de Deportes de Equipo
130,Explorar caches misteriosos en el jardín botánico,Aventura y Exploración,Geocaching,Outdoor,180,True,,Disfruta de Explorar caches misteriosos en el jardín botánico al aire libre dentro de la categoría de Aventura y Exploración
133,Fotografiar arte callejero en el lago,Arte al Aire Libre,Fotografía,Outdoor,180,True,,Disfruta de Fotografiar arte callejero en el lago al aire libre dentro de la categoría de Arte al Aire Libre
136,Fotografiar deportes en el lago,Arte al Aire Libre,Fotografía,Outdoor,30,True,,Disfruta de Fotografiar deportes en el lago al aire libre dentro de la categoría de Arte al Aire Libre
144,Tomar una clase de longboard en la playa del faro,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Tomar una clase de longboard en la playa del faro al aire libre dentro de la categoría de Actividades Acuáticas
180,Hacer entrenamiento de voleibol en el parque local,Deportes de Equipo,Voleibol,Outdoor,240,True,,Disfruta de Hacer entrenamiento de voleibol en el parque local al aire libre dentro de la categoría de Deportes de Equipo
189,Jugar un partido de fútbol en la reserva natural,Deportes de Equipo,Fútbol,Outdoor,90,True,,Disfruta de Jugar un partido de fútbol en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
28,Correr 25 km en el bosque,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr 25 km en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
30,Hacer voluntariado en jardinería en la reserva natural,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,120,True,,Disfruta de Hacer voluntariado en jardinería en la reserva natural al aire libre dentro de la categoría de Jardinería y Agricultura
85,Hacer una ruta de geocaching por la montaña,Aventura y Exploración,Geocaching,Outdoor,120,True,,Disfruta de Hacer una ruta de geocaching por la montaña al aire libre dentro de la categoría de Aventura y Exploración
104,Practicar natación de larga distancia en el lago,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Practicar natación de larga distancia en el lago al aire libre dentro de la categoría de Actividades Acuáticas
128,Correr 25 km en el valle,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr 25 km en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
132,Jugar fútbol playa en la playa,Deportes de Equipo,Fútbol,Outdoor,180,True,,Disfruta de Jugar fútbol playa en la playa al aire libre dentro de la categoría de Deportes de Equipo
159,Hacer un entrenamiento de cuestas en el valle,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Hacer un entrenamiento de cuestas en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
168,Hacer ejercicios de natación en el bosque,Actividades Acuáticas,Natación,Outdoor,60,True,,Disfruta de Hacer ejercicios de natación en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
178,Crear un jardín de mariposas en el lago,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Crear un jardín de mariposas en el lago al aire libre dentro de la categoría de Jardinería y Agricultura
180,Hacer kayak de mar en el parque local,Actividades Acuáticas,Kayak,Outdoor,30,True,,Disfruta de Hacer kayak de mar en el parque local al aire libre dentro de la categoría de Actividades Acuáticas
186,Practicar boulder en la sierra,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Practicar boulder en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
2,Practicar técnicas de surf en la playa urbana,Actividades Acuáticas,Surf,Outdoor,240,True,,Disfruta de Practicar técnicas de surf en la playa urbana al aire libre dentro de la categoría de Actividades Acuáticas
4,Explorar barrios antiguos de Barcelona,Aventura y Exploración,Exploración Urbana,Outdoor,30,True,,Disfruta de Explorar barrios antiguos de Barcelona al aire libre dentro de la categoría de Aventura y Exploración
10,Hacer bodyboard en la playa urbana,Actividades Acuáticas,Surf,Outdoor,240,True,,Disfruta de Hacer bodyboard en la playa urbana al aire libre dentro de la categoría de Actividades Acuáticas
18,Participar en una sesión de pintura en la montaña,Arte al Aire Libre,Pintura,Outdoor,30,True,,Disfruta de Participar en una sesión de pintura en la montaña al aire libre dentro de la categoría de Arte al Aire Libre
21,Participar en una ruta interpretativa por el valle,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Participar en una ruta interpretativa por el valle al aire libre dentro de la categoría de Deportes al Aire Libre
34,Jugar fútbol playa en la montaña,Deportes de Equipo,Fútbol,Outdoor,90,True,,Disfruta de Jugar fútbol playa en la montaña al aire libre dentro de la categoría de Deportes de Equipo
53,Trabajar en el huerto comunitario de la playa,Jardinería y Agricultura,Huerto Urbano,Outdoor,240,True,,Disfruta de Trabajar en el huerto comunitario de la playa al aire libre dentro de la categoría de Jardinería y Agricultura
61,Nadar en aguas abiertas en la sierra,Actividades Acuáticas,Natación,Outdoor,60,True,,Disfruta de Nadar en aguas abiertas en la sierra al aire libre dentro de la categoría de Actividades Acuáticas
65,Hacer una ruta panorámica en bicicleta por el parque local,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Hacer una ruta panorámica en bicicleta por el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
71,Hacer una sesión fotográfica en la playa,Arte al Aire Libre,Fotografía,Outdoor,120,True,,Disfruta de Hacer una sesión fotográfica en la playa al aire libre dentro de la categoría de Arte al Aire Libre
103,Participar en un multi-cache en el bosque,Aventura y Exploración,Geocaching,Outdoor,60,True,,Disfruta de Participar en un multi-cache en el bosque al aire libre dentro de la categoría de Aventura y Exploración
111,Pintar junto al el valle,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Pintar junto al el valle al aire libre dentro de la categoría de Arte al Aire Libre
121,Hacer una acampada de fin de semana en la playa,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Hacer una acampada de fin de semana en la playa al aire libre dentro de la categoría de Aventura y Exploración
133,Practicar técnicas de natación en el parque local,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Practicar técnicas de natación en el parque local al aire libre dentro de la categoría de Actividades Acuáticas
138,Correr 25 km en la reserva natural,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Correr 25 km en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
144,Jugar baloncesto en el valle,Deportes de Equipo,Baloncesto,Outdoor,180,True,,Disfruta de Jugar baloncesto en el valle al aire libre dentro de la categoría de Deportes de Equipo
147,Hacer un entrenamiento de cuestas en el bosque,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Hacer un entrenamiento de cuestas en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
151,Hacer paddle surf en la montaña,Actividades Acuáticas,Surf,Outdoor,30,True,,Disfruta de Hacer paddle surf en la montaña al aire libre dentro de la categoría de Actividades Acuáticas
153,Hacer ejercicios técnicos de fútbol en la reserva natural,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Hacer ejercicios técnicos de fútbol en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
174,Hacer una caminata por la reserva natural,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Hacer una caminata por la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
176,Fotografiar mercados en el parque local,Arte al Aire Libre,Fotografía,Outdoor,60,True,,Disfruta de Fotografiar mercados en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
186,Hacer una caminata por la sierra,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Hacer una caminata por la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
187,Hacer una acampada de fin de semana en el valle,Aventura y Exploración,Campamento,Outdoor,180,True,,Disfruta de Hacer una acampada de fin de semana en el valle al aire libre dentro de la categoría de Aventura y Exploración
192,Pintar escenas urbanas en la reserva natural,Arte al Aire Libre,Pintura,Outdoor,180,True,,Disfruta de Pintar escenas urbanas en la reserva natural al aire libre dentro de la categoría de Arte al Aire Libre
12,Explorar barrios antiguos de Granada,Aventura y Exploración,Exploración Urbana,Outdoor,240,True,,Disfruta de Explorar barrios antiguos de Granada al aire libre dentro de la categoría de Aventura y Exploración
13,Hacer fotos nocturnas en la sierra,Arte al Aire Libre,Fotografía,Outdoor,30,True,,Disfruta de Hacer fotos nocturnas en la sierra al aire libre dentro de la categoría de Arte al Aire Libre
35,Correr por senderos naturales en el parque local,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Correr por senderos naturales en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
41,Fotografiar eventos culturales en la sierra,Arte al Aire Libre,Fotografía,Outdoor,240,True,,Disfruta de Fotografiar eventos culturales en la sierra al aire libre dentro de la categoría de Arte al Aire Libre
45,Hacer trekking de baja en la sierra,Deportes al Aire Libre,Senderismo,Outdoor,60,True,,Disfruta de Hacer trekking de baja en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
62,Nadar en aguas abiertas en el bosque,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Nadar en aguas abiertas en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
98,Correr con un grupo de running en el parque local,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr con un grupo de running en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
140,Cultivar plantas aromáticas en la reserva natural,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Cultivar plantas aromáticas en la reserva natural al aire libre dentro de la categoría de Jardinería y Agricultura
142,Hacer una sesión fotográfica en la reserva natural,Arte al Aire Libre,Fotografía,Outdoor,60,True,,Disfruta de Hacer una sesión fotográfica en la reserva natural al aire libre dentro de la categoría de Arte al Aire Libre
150,Hacer trekking de alta en el bosque,Deportes al Aire Libre,Senderismo,Outdoor,60,True,,Disfruta de Hacer trekking de alta en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
160,Hacer bocetos de naturaleza en la playa,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Hacer bocetos de naturaleza en la playa al aire libre dentro de la categoría de Arte al Aire Libre
165,Jugar un partido de fútbol en la playa,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Jugar un partido de fútbol en la playa al aire libre dentro de la categoría de Deportes de Equipo
170,Hacer trekking de extrema en el lago,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Hacer trekking de extrema en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
180,Participar en una ruta interpretativa por la playa,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Participar en una ruta interpretativa por la playa al aire libre dentro de la categoría de Deportes al Aire Libre
190,Pintar paisajes al aire libre en el parque local,Arte al Aire Libre,Pintura,Outdoor,120,True,,Disfruta de Pintar paisajes al aire libre en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
192,Hacer kayak en el valle,Actividades Acuáticas,Kayak,Outdoor,240,True,,Disfruta de Hacer kayak en el valle al aire libre dentro de la categoría de Actividades Acuáticas
26,Jugar fútbol playa en el centro histórico,Deportes de Equipo,Fútbol,Outdoor,90,True,,Disfruta de Jugar fútbol playa en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
40,Correr 30 km en el lago,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr 30 km en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
74,Correr 5 km en el lago,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Correr 5 km en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
120,Explorar senderos en mountain bike por el centro histórico,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Explorar senderos en mountain bike por el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
121,Organizar un partido de voleibol en el jardín botánico,Deportes de Equipo,Voleibol,Outdoor,120,True,,Disfruta de Organizar un partido de voleibol en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
128,Hacer ejercicios de natación en la reserva natural,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Hacer ejercicios de natación en la reserva natural al aire libre dentro de la categoría de Actividades Acuáticas
131,Hacer trekking de baja en el centro histórico,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Hacer trekking de baja en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
137,Explorar lugares secretos de Zaragoza,Aventura y Exploración,Exploración Urbana,Outdoor,30,True,,Disfruta de Explorar lugares secretos de Zaragoza al aire libre dentro de la categoría de Aventura y Exploración
147,Hacer fotos de naturaleza en la montaña,Arte al Aire Libre,Fotografía,Outdoor,240,True,,Disfruta de Hacer fotos de naturaleza en la montaña al aire libre dentro de la categoría de Arte al Aire Libre
148,Mantener un jardín comunitario en la montaña,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,60,True,,Disfruta de Mantener un jardín comunitario en la montaña al aire libre dentro de la categoría de Jardinería y Agricultura
154,Hacer trekking de media en la reserva natural,Deportes al Aire Libre,Senderismo,Outdoor,240,True,,Disfruta de Hacer trekking de media en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
166,Hacer entrenamiento de baloncesto en el valle,Deportes de Equipo,Baloncesto,Outdoor,180,True,,Disfruta de Hacer entrenamiento de baloncesto en el valle al aire libre dentro de la categoría de Deportes de Equipo
196,Participar en una sesión de pintura en el jardín botánico,Arte al Aire Libre,Pintura,Outdoor,120,True,,Disfruta de Participar en una sesión de pintura en el jardín botánico al aire libre dentro de la categoría de Arte al Aire Libre
200,Fotografiar eventos culturales en el jardín botánico,Arte al Aire Libre,Fotografía,Outdoor,90,True,,Disfruta de Fotografiar eventos culturales en el jardín botánico al aire libre dentro de la categoría de Arte al Aire Libre
100,Correr 15 km en la playa,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr 15 km en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
117,Fotografiar arte callejero en el jardín botánico,Arte al Aire Libre,Fotografía,Outdoor,180,True,,Disfruta de Fotografiar arte callejero en el jardín botánico al aire libre dentro de la categoría de Arte al Aire Libre
133,Correr 20 km en la sierra,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr 20 km en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
141,Hacer kayak de mar en el jardín botánico,Actividades Acuáticas,Kayak,Outdoor,60,True,,Disfruta de Hacer kayak de mar en el jardín botánico al aire libre dentro de la categoría de Actividades Acuáticas
144,Organizar un partido de voleibol en la montaña,Deportes de Equipo,Voleibol,Outdoor,30,True,,Disfruta de Organizar un partido de voleibol en la montaña al aire libre dentro de la categoría de Deportes de Equipo
159,Entrenar para una media maratón en la reserva natural,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Entrenar para una media maratón en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
168,Correr 42 km en el jardín botánico,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr 42 km en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
172,Crear un jardín de mariposas en el valle,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Crear un jardín de mariposas en el valle al aire libre dentro de la categoría de Jardinería y Agricultura
179,Explorar senderos históricos en el jardín botánico,Deportes al Aire Libre,Senderismo,Outdoor,240,True,,Disfruta de Explorar senderos históricos en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
2,Fotografiar naturaleza en el valle,Arte al Aire Libre,Fotografía,Outdoor,180,True,,Disfruta de Fotografiar naturaleza en el valle al aire libre dentro de la categoría de Arte al Aire Libre
5,Hacer snorkel en el bosque,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Hacer snorkel en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
51,Hacer una ruta de geocaching por el lago,Aventura y Exploración,Geocaching,Outdoor,90,True,,Disfruta de Hacer una ruta de geocaching por el lago al aire libre dentro de la categoría de Aventura y Exploración
98,Hacer escalada deportiva en la reserva natural,Deportes al Aire Libre,Escalada,Outdoor,120,True,,Disfruta de Hacer escalada deportiva en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
102,Correr 5 km en la sierra,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr 5 km en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
117,Hacer descenso en bicicleta en el lago,Deportes al Aire Libre,Ciclismo,Outdoor,180,True,,Disfruta de Hacer descenso en bicicleta en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
154,Hacer una ruta panorámica en bicicleta por el valle,Deportes al Aire Libre,Ciclismo,Outdoor,240,True,,Disfruta de Hacer una ruta panorámica en bicicleta por el valle al aire libre dentro de la categoría de Deportes al Aire Libre
157,Participar en una sesión de pintura en el centro histórico,Arte al Aire Libre,Pintura,Outdoor,30,True,,Disfruta de Participar en una sesión de pintura en el centro histórico al aire libre dentro de la categoría de Arte al Aire Libre
9,Hacer mantenimiento del huerto en la reserva natural,Jardinería y Agricultura,Huerto Urbano,Outdoor,90,True,,Disfruta de Hacer mantenimiento del huerto en la reserva natural al aire libre dentro de la categoría de Jardinería y Agricultura
39,Participar en una excursión en kayak por el jardín botánico,Actividades Acuáticas,Kayak,Outdoor,60,True,,Disfruta de Participar en una excursión en kayak por el jardín botánico al aire libre dentro de la categoría de Actividades Acuáticas
107,Correr 25 km en el parque local,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr 25 km en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
118,Explorar caches misteriosos en la sierra,Aventura y Exploración,Geocaching,Outdoor,120,True,,Disfruta de Explorar caches misteriosos en la sierra al aire libre dentro de la categoría de Aventura y Exploración
141,Correr 25 km en el jardín botánico,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr 25 km en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
162,Correr al amanecer por la sierra,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr al amanecer por la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
185,Hacer voluntariado en jardinería en el bosque,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Hacer voluntariado en jardinería en el bosque al aire libre dentro de la categoría de Jardinería y Agricultura
188,Hacer trekking de media en la playa,Deportes al Aire Libre,Senderismo,Outdoor,240,True,,Disfruta de Hacer trekking de media en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
15,Hacer fotos nocturnas en el parque local,Arte al Aire Libre,Fotografía,Outdoor,240,True,,Disfruta de Hacer fotos nocturnas en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
18,Hacer camping salvaje en la playa,Aventura y Exploración,Campamento,Outdoor,60,True,,Disfruta de Hacer camping salvaje en la playa al aire libre dentro de la categoría de Aventura y Exploración
27,Fotografiar vida urbana en el parque local,Arte al Aire Libre,Fotografía,Outdoor,30,True,,Disfruta de Fotografiar vida urbana en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
32,Correr 15 km en el parque local,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr 15 km en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
41,Acampar en el parque local,Aventura y Exploración,Campamento,Outdoor,90,True,,Disfruta de Acampar en el parque local al aire libre dentro de la categoría de Aventura y Exploración
88,Crear un jardín de mariposas en el bosque,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,120,True,,Disfruta de Crear un jardín de mariposas en el bosque al aire libre dentro de la categoría de Jardinería y Agricultura
170,Hacer entrenamiento de intervalos en la sierra,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Hacer entrenamiento de intervalos en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
185,Fotografiar mercados en el lago,Arte al Aire Libre,Fotografía,Outdoor,60,True,,Disfruta de Fotografiar mercados en el lago al aire libre dentro de la categoría de Arte al Aire Libre
1,Hacer escalada deportiva en el centro histórico,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer escalada deportiva en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
